student_id,week_number,status
S0165,1,no_action_needed
S0165,2,no_action_needed
S0165,3,no_action_needed
S0165,4,no_action_needed
S0165,5,no_action_needed
S0165,6,no_action_needed
S0165,7,no_action_needed
S0166,1,referred
S0166,2,referred
S0166,3,referred
S0166,4,referred
S0166,5,improved
S0166,6,improved
S0166,7,improved
S0167,1,no_action_needed
S0167,2,no_action_needed
S0167,3,no_action_needed
S0167,4,dropped_course
S0167,5,dropped_course
S0167,6,dropped_course
S0167,7,dropped_course
S0168,1,no_action_needed
S0168,2,no_action_needed
S0168,3,no_action_needed
S0168,4,no_action_needed
S0168,5,no_action_needed
S0168,6,no_action_needed
S0168,7,no_action_needed
S0169,1,referred
S0169,2,referred
S0169,3,referred
S0169,4,referred
S0169,5,improved
S0169,6,improved
S0169,7,improved
S0170,1,no_action_needed
S0170,2,no_action_needed
S0170,3,no_action_needed
S0170,4,unresolved
S0170,5,unresolved
S0170,6,unresolved
S0170,7,unresolved
S0171,1,no_action_needed
S0171,2,no_action_needed
S0171,3,no_action_needed
S0171,4,no_action_needed
S0171,5,no_action_needed
S0171,6,no_action_needed
S0171,7,no_action_needed
S0172,1,no_action_needed
S0172,2,no_action_needed
S0172,3,no_action_needed
S0172,4,no_action_needed
S0172,5,no_action_needed
S0172,6,no_action_needed
S0172,7,no_action_needed
S0173,1,no_action_needed
S0173,2,no_action_needed
S0173,3,no_action_needed
S0173,4,no_action_needed
S0173,5,no_action_needed
S0173,6,no_action_needed
S0173,7,no_action_needed
S0174,1,no_action_needed
S0174,2,no_action_needed
S0174,3,referred
S0174,4,referred
S0174,5,referred
S0174,6,referred
S0174,7,referred
S0175,1,no_action_needed
S0175,2,no_action_needed
S0175,3,no_action_needed
S0175,4,no_action_needed
S0175,5,no_action_needed
S0175,6,no_action_needed
S0175,7,no_action_needed
S0176,1,no_action_needed
S0176,2,no_action_needed
S0176,3,no_action_needed
S0176,4,unresolved
S0176,5,unresolved
S0176,6,unresolved
S0176,7,unresolved
S0177,1,no_action_needed
S0177,2,no_action_needed
S0177,3,no_action_needed
S0177,4,no_action_needed
S0177,5,no_action_needed
S0177,6,no_action_needed
S0177,7,no_action_needed
S0178,1,no_action_needed
S0178,2,no_action_needed
S0178,3,no_action_needed
S0178,4,dropped_course
S0178,5,dropped_course
S0178,6,dropped_course
S0178,7,dropped_course
S0179,1,referred
S0179,2,referred
S0179,3,referred
S0179,4,referred
S0179,5,improved
S0179,6,improved
S0179,7,improved
S0180,1,no_action_needed
S0180,2,no_action_needed
S0180,3,no_action_needed
S0180,4,no_action_needed
S0180,5,no_action_needed
S0180,6,no_action_needed
S0180,7,no_action_needed
S0181,1,no_action_needed
S0181,2,no_action_needed
S0181,3,referred
S0181,4,referred
S0181,5,referred
S0181,6,referred
S0181,7,referred
S0182,1,no_action_needed
S0182,2,no_action_needed
S0182,3,no_action_needed
S0182,4,unresolved
S0182,5,unresolved
S0182,6,unresolved
S0182,7,unresolved
S0183,1,no_action_needed
S0183,2,no_action_needed
S0183,3,no_action_needed
S0183,4,no_action_needed
S0183,5,no_action_needed
S0183,6,no_action_needed
S0183,7,no_action_needed
S0184,1,no_action_needed
S0184,2,no_action_needed
S0184,3,no_action_needed
S0184,4,no_action_needed
S0184,5,no_action_needed
S0184,6,no_action_needed
S0184,7,no_action_needed
S0185,1,no_action_needed
S0185,2,no_action_needed
S0185,3,no_action_needed
S0185,4,unresolved
S0185,5,unresolved
S0185,6,unresolved
S0185,7,unresolved
S0186,1,no_action_needed
S0186,2,no_action_needed
S0186,3,referred
S0186,4,referred
S0186,5,referred
S0186,6,referred
S0186,7,referred
S0187,1,no_action_needed
S0187,2,no_action_needed
S0187,3,no_action_needed
S0187,4,dropped_course
S0187,5,dropped_course
S0187,6,dropped_course
S0187,7,dropped_course
S0188,1,no_action_needed
S0188,2,no_action_needed
S0188,3,no_action_needed
S0188,4,dropped_course
S0188,5,dropped_course
S0188,6,dropped_course
S0188,7,dropped_course
S0189,1,no_action_needed
S0189,2,no_action_needed
S0189,3,no_action_needed
S0189,4,no_action_needed
S0189,5,no_action_needed
S0189,6,no_action_needed
S0189,7,no_action_needed
S0190,1,referred
S0190,2,referred
S0190,3,referred
S0190,4,referred
S0190,5,improved
S0190,6,improved
S0190,7,improved
S0191,1,no_action_needed
S0191,2,no_action_needed
S0191,3,no_action_needed
S0191,4,no_action_needed
S0191,5,no_action_needed
S0191,6,no_action_needed
S0191,7,no_action_needed
S0192,1,no_action_needed
S0192,2,no_action_needed
S0192,3,no_action_needed
S0192,4,no_action_needed
S0192,5,no_action_needed
S0192,6,no_action_needed
S0192,7,no_action_needed
S0193,1,no_action_needed
S0193,2,no_action_needed
S0193,3,no_action_needed
S0193,4,no_action_needed
S0193,5,no_action_needed
S0193,6,no_action_needed
S0193,7,no_action_needed
S0194,1,no_action_needed
S0194,2,no_action_needed
S0194,3,no_action_needed
S0194,4,no_action_needed
S0194,5,no_action_needed
S0194,6,no_action_needed
S0194,7,no_action_needed
S0195,1,no_action_needed
S0195,2,no_action_needed
S0195,3,no_action_needed
S0195,4,no_action_needed
S0195,5,no_action_needed
S0195,6,no_action_needed
S0195,7,no_action_needed
S0196,1,no_action_needed
S0196,2,no_action_needed
S0196,3,no_action_needed
S0196,4,no_action_needed
S0196,5,no_action_needed
S0196,6,no_action_needed
S0196,7,no_action_needed
S0197,1,no_action_needed
S0197,2,no_action_needed
S0197,3,no_action_needed
S0197,4,unresolved
S0197,5,unresolved
S0197,6,unresolved
S0197,7,unresolved
S0198,1,no_action_needed
S0198,2,no_action_needed
S0198,3,referred
S0198,4,referred
S0198,5,referred
S0198,6,referred
S0198,7,referred
S0199,1,referred
S0199,2,referred
S0199,3,referred
S0199,4,referred
S0199,5,improved
S0199,6,improved
S0199,7,improved
S0200,1,no_action_needed
S0200,2,no_action_needed
S0200,3,no_action_needed
S0200,4,no_action_needed
S0200,5,no_action_needed
S0200,6,no_action_needed
S0200,7,no_action_needed
S0201,1,no_action_needed
S0201,2,no_action_needed
S0201,3,no_action_needed
S0201,4,unresolved
S0201,5,unresolved
S0201,6,unresolved
S0201,7,unresolved
S0202,1,no_action_needed
S0202,2,no_action_needed
S0202,3,referred
S0202,4,referred
S0202,5,referred
S0202,6,referred
S0202,7,referred
S0203,1,no_action_needed
S0203,2,no_action_needed
S0203,3,no_action_needed
S0203,4,no_action_needed
S0203,5,no_action_needed
S0203,6,no_action_needed
S0203,7,no_action_needed
S0204,1,no_action_needed
S0204,2,no_action_needed
S0204,3,referred
S0204,4,referred
S0204,5,referred
S0204,6,referred
S0204,7,referred
S0205,1,no_action_needed
S0205,2,no_action_needed
S0205,3,no_action_needed
S0205,4,no_action_needed
S0205,5,no_action_needed
S0205,6,no_action_needed
S0205,7,no_action_needed
S0206,1,no_action_needed
S0206,2,no_action_needed
S0206,3,no_action_needed
S0206,4,unresolved
S0206,5,unresolved
S0206,6,unresolved
S0206,7,unresolved
S0207,1,no_action_needed
S0207,2,no_action_needed
S0207,3,no_action_needed
S0207,4,no_action_needed
S0207,5,no_action_needed
S0207,6,no_action_needed
S0207,7,no_action_needed
S0208,1,no_action_needed
S0208,2,no_action_needed
S0208,3,no_action_needed
S0208,4,unresolved
S0208,5,unresolved
S0208,6,unresolved
S0208,7,unresolved
S0209,1,no_action_needed
S0209,2,no_action_needed
S0209,3,no_action_needed
S0209,4,no_action_needed
S0209,5,no_action_needed
S0209,6,no_action_needed
S0209,7,no_action_needed
S0210,1,referred
S0210,2,referred
S0210,3,referred
S0210,4,referred
S0210,5,improved
S0210,6,improved
S0210,7,improved
S0211,1,no_action_needed
S0211,2,no_action_needed
S0211,3,referred
S0211,4,referred
S0211,5,referred
S0211,6,referred
S0211,7,referred
S0212,1,no_action_needed
S0212,2,no_action_needed
S0212,3,no_action_needed
S0212,4,no_action_needed
S0212,5,no_action_needed
S0212,6,no_action_needed
S0212,7,no_action_needed
S0213,1,no_action_needed
S0213,2,no_action_needed
S0213,3,no_action_needed
S0213,4,no_action_needed
S0213,5,no_action_needed
S0213,6,no_action_needed
S0213,7,no_action_needed
S0214,1,no_action_needed
S0214,2,no_action_needed
S0214,3,no_action_needed
S0214,4,no_action_needed
S0214,5,no_action_needed
S0214,6,no_action_needed
S0214,7,no_action_needed
S0215,1,no_action_needed
S0215,2,no_action_needed
S0215,3,no_action_needed
S0215,4,no_action_needed
S0215,5,no_action_needed
S0215,6,no_action_needed
S0215,7,no_action_needed
S0216,1,no_action_needed
S0216,2,no_action_needed
S0216,3,referred
S0216,4,referred
S0216,5,referred
S0216,6,referred
S0216,7,referred
S0217,1,no_action_needed
S0217,2,no_action_needed
S0217,3,referred
S0217,4,referred
S0217,5,referred
S0217,6,referred
S0217,7,referred
S0218,1,no_action_needed
S0218,2,no_action_needed
S0218,3,no_action_needed
S0218,4,unresolved
S0218,5,unresolved
S0218,6,unresolved
S0218,7,unresolved
S0219,1,no_action_needed
S0219,2,no_action_needed
S0219,3,no_action_needed
S0219,4,no_action_needed
S0219,5,no_action_needed
S0219,6,no_action_needed
S0219,7,no_action_needed
S0220,1,no_action_needed
S0220,2,no_action_needed
S0220,3,no_action_needed
S0220,4,no_action_needed
S0220,5,no_action_needed
S0220,6,no_action_needed
S0220,7,no_action_needed
S0221,1,no_action_needed
S0221,2,no_action_needed
S0221,3,no_action_needed
S0221,4,no_action_needed
S0221,5,no_action_needed
S0221,6,no_action_needed
S0221,7,no_action_needed
S0222,1,no_action_needed
S0222,2,no_action_needed
S0222,3,referred
S0222,4,referred
S0222,5,referred
S0222,6,referred
S0222,7,referred
S0223,1,no_action_needed
S0223,2,no_action_needed
S0223,3,no_action_needed
S0223,4,no_action_needed
S0223,5,no_action_needed
S0223,6,no_action_needed
S0223,7,no_action_needed
S0224,1,no_action_needed
S0224,2,no_action_needed
S0224,3,no_action_needed
S0224,4,no_action_needed
S0224,5,no_action_needed
S0224,6,no_action_needed
S0224,7,no_action_needed
S0225,1,no_action_needed
S0225,2,no_action_needed
S0225,3,referred
S0225,4,referred
S0225,5,referred
S0225,6,referred
S0225,7,referred
S0226,1,referred
S0226,2,referred
S0226,3,referred
S0226,4,referred
S0226,5,improved
S0226,6,improved
S0226,7,improved
S0227,1,no_action_needed
S0227,2,no_action_needed
S0227,3,no_action_needed
S0227,4,unresolved
S0227,5,unresolved
S0227,6,unresolved
S0227,7,unresolved
S0228,1,no_action_needed
S0228,2,no_action_needed
S0228,3,no_action_needed
S0228,4,no_action_needed
S0228,5,no_action_needed
S0228,6,no_action_needed
S0228,7,no_action_needed
S0229,1,no_action_needed
S0229,2,no_action_needed
S0229,3,no_action_needed
S0229,4,no_action_needed
S0229,5,no_action_needed
S0229,6,no_action_needed
S0229,7,no_action_needed
S0230,1,no_action_needed
S0230,2,no_action_needed
S0230,3,referred
S0230,4,referred
S0230,5,referred
S0230,6,referred
S0230,7,referred
S0231,1,no_action_needed
S0231,2,no_action_needed
S0231,3,no_action_needed
S0231,4,no_action_needed
S0231,5,no_action_needed
S0231,6,no_action_needed
S0231,7,no_action_needed
S0232,1,no_action_needed
S0232,2,no_action_needed
S0232,3,no_action_needed
S0232,4,no_action_needed
S0232,5,no_action_needed
S0232,6,no_action_needed
S0232,7,no_action_needed
S0233,1,no_action_needed
S0233,2,no_action_needed
S0233,3,no_action_needed
S0233,4,no_action_needed
S0233,5,no_action_needed
S0233,6,no_action_needed
S0233,7,no_action_needed
S0234,1,no_action_needed
S0234,2,no_action_needed
S0234,3,no_action_needed
S0234,4,no_action_needed
S0234,5,no_action_needed
S0234,6,no_action_needed
S0234,7,no_action_needed
S0235,1,no_action_needed
S0235,2,no_action_needed
S0235,3,no_action_needed
S0235,4,no_action_needed
S0235,5,no_action_needed
S0235,6,no_action_needed
S0235,7,no_action_needed
S0236,1,no_action_needed
S0236,2,no_action_needed
S0236,3,no_action_needed
S0236,4,no_action_needed
S0236,5,no_action_needed
S0236,6,no_action_needed
S0236,7,no_action_needed
S0237,1,no_action_needed
S0237,2,no_action_needed
S0237,3,no_action_needed
S0237,4,no_action_needed
S0237,5,no_action_needed
S0237,6,no_action_needed
S0237,7,no_action_needed
S0238,1,no_action_needed
S0238,2,no_action_needed
S0238,3,referred
S0238,4,referred
S0238,5,referred
S0238,6,referred
S0238,7,referred
S0239,1,no_action_needed
S0239,2,no_action_needed
S0239,3,referred
S0239,4,referred
S0239,5,referred
S0239,6,referred
S0239,7,referred
S0240,1,no_action_needed
S0240,2,no_action_needed
S0240,3,no_action_needed
S0240,4,no_action_needed
S0240,5,no_action_needed
S0240,6,no_action_needed
S0240,7,no_action_needed
S0241,1,no_action_needed
S0241,2,no_action_needed
S0241,3,no_action_needed
S0241,4,no_action_needed
S0241,5,no_action_needed
S0241,6,no_action_needed
S0241,7,no_action_needed
S0242,1,no_action_needed
S0242,2,no_action_needed
S0242,3,no_action_needed
S0242,4,no_action_needed
S0242,5,no_action_needed
S0242,6,no_action_needed
S0242,7,no_action_needed
S0243,1,no_action_needed
S0243,2,no_action_needed
S0243,3,no_action_needed
S0243,4,no_action_needed
S0243,5,no_action_needed
S0243,6,no_action_needed
S0243,7,no_action_needed
S0244,1,no_action_needed
S0244,2,no_action_needed
S0244,3,no_action_needed
S0244,4,no_action_needed
S0244,5,no_action_needed
S0244,6,no_action_needed
S0244,7,no_action_needed
S0245,1,no_action_needed
S0245,2,no_action_needed
S0245,3,no_action_needed
S0245,4,no_action_needed
S0245,5,no_action_needed
S0245,6,no_action_needed
S0245,7,no_action_needed
S0246,1,no_action_needed
S0246,2,no_action_needed
S0246,3,referred
S0246,4,referred
S0246,5,referred
S0246,6,referred
S0246,7,referred
S0247,1,no_action_needed
S0247,2,no_action_needed
S0247,3,no_action_needed
S0247,4,no_action_needed
S0247,5,no_action_needed
S0247,6,no_action_needed
S0247,7,no_action_needed
S0248,1,no_action_needed
S0248,2,no_action_needed
S0248,3,no_action_needed
S0248,4,no_action_needed
S0248,5,no_action_needed
S0248,6,no_action_needed
S0248,7,no_action_needed
S0249,1,no_action_needed
S0249,2,no_action_needed
S0249,3,no_action_needed
S0249,4,no_action_needed
S0249,5,no_action_needed
S0249,6,no_action_needed
S0249,7,no_action_needed
S0250,1,no_action_needed
S0250,2,no_action_needed
S0250,3,no_action_needed
S0250,4,no_action_needed
S0250,5,no_action_needed
S0250,6,no_action_needed
S0250,7,no_action_needed
S0251,1,referred
S0251,2,referred
S0251,3,referred
S0251,4,referred
S0251,5,improved
S0251,6,improved
S0251,7,improved
S0252,1,no_action_needed
S0252,2,no_action_needed
S0252,3,no_action_needed
S0252,4,no_action_needed
S0252,5,no_action_needed
S0252,6,no_action_needed
S0252,7,no_action_needed
S0253,1,no_action_needed
S0253,2,no_action_needed
S0253,3,no_action_needed
S0253,4,no_action_needed
S0253,5,no_action_needed
S0253,6,no_action_needed
S0253,7,no_action_needed
S0254,1,no_action_needed
S0254,2,no_action_needed
S0254,3,no_action_needed
S0254,4,no_action_needed
S0254,5,no_action_needed
S0254,6,no_action_needed
S0254,7,no_action_needed
S0255,1,no_action_needed
S0255,2,no_action_needed
S0255,3,no_action_needed
S0255,4,unresolved
S0255,5,unresolved
S0255,6,unresolved
S0255,7,unresolved
S0256,1,no_action_needed
S0256,2,no_action_needed
S0256,3,referred
S0256,4,referred
S0256,5,referred
S0256,6,referred
S0256,7,referred
S0257,1,no_action_needed
S0257,2,no_action_needed
S0257,3,no_action_needed
S0257,4,dropped_course
S0257,5,dropped_course
S0257,6,dropped_course
S0257,7,dropped_course
S0258,1,no_action_needed
S0258,2,no_action_needed
S0258,3,no_action_needed
S0258,4,no_action_needed
S0258,5,no_action_needed
S0258,6,no_action_needed
S0258,7,no_action_needed
S0259,1,no_action_needed
S0259,2,no_action_needed
S0259,3,no_action_needed
S0259,4,unresolved
S0259,5,unresolved
S0259,6,unresolved
S0259,7,unresolved
S0260,1,no_action_needed
S0260,2,no_action_needed
S0260,3,no_action_needed
S0260,4,no_action_needed
S0260,5,no_action_needed
S0260,6,no_action_needed
S0260,7,no_action_needed
S0261,1,no_action_needed
S0261,2,no_action_needed
S0261,3,no_action_needed
S0261,4,no_action_needed
S0261,5,no_action_needed
S0261,6,no_action_needed
S0261,7,no_action_needed
S0262,1,no_action_needed
S0262,2,no_action_needed
S0262,3,no_action_needed
S0262,4,no_action_needed
S0262,5,no_action_needed
S0262,6,no_action_needed
S0262,7,no_action_needed
S0263,1,no_action_needed
S0263,2,no_action_needed
S0263,3,no_action_needed
S0263,4,no_action_needed
S0263,5,no_action_needed
S0263,6,no_action_needed
S0263,7,no_action_needed
S0264,1,no_action_needed
S0264,2,no_action_needed
S0264,3,referred
S0264,4,referred
S0264,5,referred
S0264,6,referred
S0264,7,referred
S0265,1,no_action_needed
S0265,2,no_action_needed
S0265,3,no_action_needed
S0265,4,no_action_needed
S0265,5,no_action_needed
S0265,6,no_action_needed
S0265,7,no_action_needed
S0266,1,no_action_needed
S0266,2,no_action_needed
S0266,3,referred
S0266,4,referred
S0266,5,referred
S0266,6,referred
S0266,7,referred
S0267,1,no_action_needed
S0267,2,no_action_needed
S0267,3,referred
S0267,4,referred
S0267,5,referred
S0267,6,referred
S0267,7,referred
S0268,1,no_action_needed
S0268,2,no_action_needed
S0268,3,no_action_needed
S0268,4,no_action_needed
S0268,5,no_action_needed
S0268,6,no_action_needed
S0268,7,no_action_needed
S0269,1,no_action_needed
S0269,2,no_action_needed
S0269,3,no_action_needed
S0269,4,unresolved
S0269,5,unresolved
S0269,6,unresolved
S0269,7,unresolved
S0270,1,no_action_needed
S0270,2,no_action_needed
S0270,3,no_action_needed
S0270,4,no_action_needed
S0270,5,no_action_needed
S0270,6,no_action_needed
S0270,7,no_action_needed
S0271,1,no_action_needed
S0271,2,no_action_needed
S0271,3,no_action_needed
S0271,4,unresolved
S0271,5,unresolved
S0271,6,unresolved
S0271,7,unresolved
S0272,1,no_action_needed
S0272,2,no_action_needed
S0272,3,no_action_needed
S0272,4,no_action_needed
S0272,5,no_action_needed
S0272,6,no_action_needed
S0272,7,no_action_needed
S0273,1,no_action_needed
S0273,2,no_action_needed
S0273,3,referred
S0273,4,referred
S0273,5,referred
S0273,6,referred
S0273,7,referred
S0274,1,no_action_needed
S0274,2,no_action_needed
S0274,3,no_action_needed
S0274,4,no_action_needed
S0274,5,no_action_needed
S0274,6,no_action_needed
S0274,7,no_action_needed
S0275,1,referred
S0275,2,referred
S0275,3,referred
S0275,4,referred
S0275,5,improved
S0275,6,improved
S0275,7,improved
S0276,1,no_action_needed
S0276,2,no_action_needed
S0276,3,no_action_needed
S0276,4,unresolved
S0276,5,unresolved
S0276,6,unresolved
S0276,7,unresolved
S0277,1,no_action_needed
S0277,2,no_action_needed
S0277,3,no_action_needed
S0277,4,no_action_needed
S0277,5,no_action_needed
S0277,6,no_action_needed
S0277,7,no_action_needed
S0278,1,no_action_needed
S0278,2,no_action_needed
S0278,3,no_action_needed
S0278,4,no_action_needed
S0278,5,no_action_needed
S0278,6,no_action_needed
S0278,7,no_action_needed
S0279,1,no_action_needed
S0279,2,no_action_needed
S0279,3,no_action_needed
S0279,4,unresolved
S0279,5,unresolved
S0279,6,unresolved
S0279,7,unresolved
S0280,1,no_action_needed
S0280,2,no_action_needed
S0280,3,no_action_needed
S0280,4,no_action_needed
S0280,5,no_action_needed
S0280,6,no_action_needed
S0280,7,no_action_needed
S0281,1,no_action_needed
S0281,2,no_action_needed
S0281,3,no_action_needed
S0281,4,dropped_course
S0281,5,dropped_course
S0281,6,dropped_course
S0281,7,dropped_course
S0282,1,no_action_needed
S0282,2,no_action_needed
S0282,3,no_action_needed
S0282,4,unresolved
S0282,5,unresolved
S0282,6,unresolved
S0282,7,unresolved
S0283,1,no_action_needed
S0283,2,no_action_needed
S0283,3,no_action_needed
S0283,4,no_action_needed
S0283,5,no_action_needed
S0283,6,no_action_needed
S0283,7,no_action_needed
S0284,1,no_action_needed
S0284,2,no_action_needed
S0284,3,no_action_needed
S0284,4,no_action_needed
S0284,5,no_action_needed
S0284,6,no_action_needed
S0284,7,no_action_needed
S0285,1,no_action_needed
S0285,2,no_action_needed
S0285,3,no_action_needed
S0285,4,no_action_needed
S0285,5,no_action_needed
S0285,6,no_action_needed
S0285,7,no_action_needed
S0286,1,no_action_needed
S0286,2,no_action_needed
S0286,3,no_action_needed
S0286,4,no_action_needed
S0286,5,no_action_needed
S0286,6,no_action_needed
S0286,7,no_action_needed
S0287,1,no_action_needed
S0287,2,no_action_needed
S0287,3,no_action_needed
S0287,4,no_action_needed
S0287,5,no_action_needed
S0287,6,no_action_needed
S0287,7,no_action_needed
S0288,1,no_action_needed
S0288,2,no_action_needed
S0288,3,no_action_needed
S0288,4,no_action_needed
S0288,5,no_action_needed
S0288,6,no_action_needed
S0288,7,no_action_needed
S0289,1,referred
S0289,2,referred
S0289,3,referred
S0289,4,referred
S0289,5,improved
S0289,6,improved
S0289,7,improved
S0290,1,no_action_needed
S0290,2,no_action_needed
S0290,3,no_action_needed
S0290,4,unresolved
S0290,5,unresolved
S0290,6,unresolved
S0290,7,unresolved
S0291,1,no_action_needed
S0291,2,no_action_needed
S0291,3,no_action_needed
S0291,4,no_action_needed
S0291,5,no_action_needed
S0291,6,no_action_needed
S0291,7,no_action_needed
S0292,1,no_action_needed
S0292,2,no_action_needed
S0292,3,no_action_needed
S0292,4,unresolved
S0292,5,unresolved
S0292,6,unresolved
S0292,7,unresolved
S0293,1,no_action_needed
S0293,2,no_action_needed
S0293,3,referred
S0293,4,referred
S0293,5,referred
S0293,6,referred
S0293,7,referred
S0294,1,no_action_needed
S0294,2,no_action_needed
S0294,3,no_action_needed
S0294,4,unresolved
S0294,5,unresolved
S0294,6,unresolved
S0294,7,unresolved
S0295,1,referred
S0295,2,referred
S0295,3,referred
S0295,4,referred
S0295,5,improved
S0295,6,improved
S0295,7,improved
S0296,1,no_action_needed
S0296,2,no_action_needed
S0296,3,no_action_needed
S0296,4,no_action_needed
S0296,5,no_action_needed
S0296,6,no_action_needed
S0296,7,no_action_needed
S0297,1,no_action_needed
S0297,2,no_action_needed
S0297,3,referred
S0297,4,referred
S0297,5,referred
S0297,6,referred
S0297,7,referred
S0298,1,no_action_needed
S0298,2,no_action_needed
S0298,3,no_action_needed
S0298,4,unresolved
S0298,5,unresolved
S0298,6,unresolved
S0298,7,unresolved
S0299,1,no_action_needed
S0299,2,no_action_needed
S0299,3,no_action_needed
S0299,4,no_action_needed
S0299,5,no_action_needed
S0299,6,no_action_needed
S0299,7,no_action_needed
S0300,1,no_action_needed
S0300,2,no_action_needed
S0300,3,no_action_needed
S0300,4,no_action_needed
S0300,5,no_action_needed
S0300,6,no_action_needed
S0300,7,no_action_needed
S0301,1,no_action_needed
S0301,2,no_action_needed
S0301,3,no_action_needed
S0301,4,no_action_needed
S0301,5,no_action_needed
S0301,6,no_action_needed
S0301,7,no_action_needed
S0302,1,no_action_needed
S0302,2,no_action_needed
S0302,3,no_action_needed
S0302,4,no_action_needed
S0302,5,no_action_needed
S0302,6,no_action_needed
S0302,7,no_action_needed
S0303,1,referred
S0303,2,referred
S0303,3,referred
S0303,4,referred
S0303,5,improved
S0303,6,improved
S0303,7,improved
S0304,1,no_action_needed
S0304,2,no_action_needed
S0304,3,no_action_needed
S0304,4,no_action_needed
S0304,5,no_action_needed
S0304,6,no_action_needed
S0304,7,no_action_needed
S0305,1,no_action_needed
S0305,2,no_action_needed
S0305,3,no_action_needed
S0305,4,no_action_needed
S0305,5,no_action_needed
S0305,6,no_action_needed
S0305,7,no_action_needed
S0306,1,referred
S0306,2,referred
S0306,3,referred
S0306,4,referred
S0306,5,improved
S0306,6,improved
S0306,7,improved
S0307,1,no_action_needed
S0307,2,no_action_needed
S0307,3,no_action_needed
S0307,4,no_action_needed
S0307,5,no_action_needed
S0307,6,no_action_needed
S0307,7,no_action_needed
S0308,1,referred
S0308,2,referred
S0308,3,referred
S0308,4,referred
S0308,5,improved
S0308,6,improved
S0308,7,improved
S0309,1,referred
S0309,2,referred
S0309,3,referred
S0309,4,referred
S0309,5,improved
S0309,6,improved
S0309,7,improved
S0310,1,referred
S0310,2,referred
S0310,3,referred
S0310,4,referred
S0310,5,improved
S0310,6,improved
S0310,7,improved
S0311,1,no_action_needed
S0311,2,no_action_needed
S0311,3,no_action_needed
S0311,4,no_action_needed
S0311,5,no_action_needed
S0311,6,no_action_needed
S0311,7,no_action_needed
S0312,1,no_action_needed
S0312,2,no_action_needed
S0312,3,no_action_needed
S0312,4,no_action_needed
S0312,5,no_action_needed
S0312,6,no_action_needed
S0312,7,no_action_needed
S0313,1,no_action_needed
S0313,2,no_action_needed
S0313,3,no_action_needed
S0313,4,no_action_needed
S0313,5,no_action_needed
S0313,6,no_action_needed
S0313,7,no_action_needed
S0314,1,no_action_needed
S0314,2,no_action_needed
S0314,3,no_action_needed
S0314,4,no_action_needed
S0314,5,no_action_needed
S0314,6,no_action_needed
S0314,7,no_action_needed
S0315,1,no_action_needed
S0315,2,no_action_needed
S0315,3,no_action_needed
S0315,4,no_action_needed
S0315,5,no_action_needed
S0315,6,no_action_needed
S0315,7,no_action_needed
S0316,1,no_action_needed
S0316,2,no_action_needed
S0316,3,referred
S0316,4,referred
S0316,5,referred
S0316,6,referred
S0316,7,referred
S0317,1,no_action_needed
S0317,2,no_action_needed
S0317,3,no_action_needed
S0317,4,no_action_needed
S0317,5,no_action_needed
S0317,6,no_action_needed
S0317,7,no_action_needed
S0318,1,no_action_needed
S0318,2,no_action_needed
S0318,3,no_action_needed
S0318,4,no_action_needed
S0318,5,no_action_needed
S0318,6,no_action_needed
S0318,7,no_action_needed
S0319,1,no_action_needed
S0319,2,no_action_needed
S0319,3,no_action_needed
S0319,4,no_action_needed
S0319,5,no_action_needed
S0319,6,no_action_needed
S0319,7,no_action_needed
S0320,1,referred
S0320,2,referred
S0320,3,referred
S0320,4,referred
S0320,5,improved
S0320,6,improved
S0320,7,improved
S0321,1,no_action_needed
S0321,2,no_action_needed
S0321,3,no_action_needed
S0321,4,no_action_needed
S0321,5,no_action_needed
S0321,6,no_action_needed
S0321,7,no_action_needed
S0322,1,no_action_needed
S0322,2,no_action_needed
S0322,3,referred
S0322,4,referred
S0322,5,referred
S0322,6,referred
S0322,7,referred
S0323,1,no_action_needed
S0323,2,no_action_needed
S0323,3,no_action_needed
S0323,4,no_action_needed
S0323,5,no_action_needed
S0323,6,no_action_needed
S0323,7,no_action_needed
S0324,1,no_action_needed
S0324,2,no_action_needed
S0324,3,no_action_needed
S0324,4,no_action_needed
S0324,5,no_action_needed
S0324,6,no_action_needed
S0324,7,no_action_needed
S0325,1,no_action_needed
S0325,2,no_action_needed
S0325,3,no_action_needed
S0325,4,unresolved
S0325,5,unresolved
S0325,6,unresolved
S0325,7,unresolved
S0326,1,referred
S0326,2,referred
S0326,3,referred
S0326,4,referred
S0326,5,improved
S0326,6,improved
S0326,7,improved
S0327,1,no_action_needed
S0327,2,no_action_needed
S0327,3,no_action_needed
S0327,4,no_action_needed
S0327,5,no_action_needed
S0327,6,no_action_needed
S0327,7,no_action_needed
S0328,1,referred
S0328,2,referred
S0328,3,referred
S0328,4,referred
S0328,5,improved
S0328,6,improved
S0328,7,improved
S0329,1,no_action_needed
S0329,2,no_action_needed
S0329,3,no_action_needed
S0329,4,no_action_needed
S0329,5,no_action_needed
S0329,6,no_action_needed
S0329,7,no_action_needed
S0330,1,no_action_needed
S0330,2,no_action_needed
S0330,3,no_action_needed
S0330,4,no_action_needed
S0330,5,no_action_needed
S0330,6,no_action_needed
S0330,7,no_action_needed
S0331,1,no_action_needed
S0331,2,no_action_needed
S0331,3,no_action_needed
S0331,4,no_action_needed
S0331,5,no_action_needed
S0331,6,no_action_needed
S0331,7,no_action_needed
